Year,Company,at,emp,cusip
2003.0,CYPRESS SEMICONDUCTOR CORP,1567.497,4.033,232806109.0
2004.0,CYPRESS SEMICONDUCTOR CORP,1572.994,4.5,232806109.0
2005.0,CYPRESS SEMICONDUCTOR CORP,1697.874,5.1,232806109.0
2006.0,CYPRESS SEMICONDUCTOR CORP,2123.525,5.8,232806109.0
2007.0,CYPRESS SEMICONDUCTOR CORP,3725.949,7.9,232806109.0
2008.0,CYPRESS SEMICONDUCTOR CORP,935.645,4.1,232806109.0
2009.0,CYPRESS SEMICONDUCTOR CORP,912.508,3.6,232806109.0
2010.0,CYPRESS SEMICONDUCTOR CORP,1072.801,3.5,232806109.0
2011.0,CYPRESS SEMICONDUCTOR CORP,810.09,3.4,232806109.0
2012.0,CYPRESS SEMICONDUCTOR CORP,831.629,3.6,232806109.0
2013.0,CYPRESS SEMICONDUCTOR CORP,765.836,3.4,232806109.0
2014.0,CYPRESS SEMICONDUCTOR CORP,743.281,3.35,232806109.0
2015.0,CYPRESS SEMICONDUCTOR CORP,4004.261,6.279,232806109.0
2016.0,CYPRESS SEMICONDUCTOR CORP,3871.871,6.546,232806109.0
2017.0,CYPRESS SEMICONDUCTOR CORP,3537.05,6.099,232806109.0
2018.0,CYPRESS SEMICONDUCTOR CORP,3693.215,5.846,232806109.0
2019.0,CYPRESS SEMICONDUCTOR CORP,3556.114,5.871,232806109.0
1989.0,LINEAR TECHNOLOGY CORP,84.642,0.535,535678106.0
1990.0,LINEAR TECHNOLOGY CORP,96.354,0.637,535678106.0
1991.0,LINEAR TECHNOLOGY CORP,120.742,0.729,535678106.0
1992.0,LINEAR TECHNOLOGY CORP,159.799,0.802,535678106.0
1993.0,LINEAR TECHNOLOGY CORP,196.492,0.872,535678106.0
1994.0,LINEAR TECHNOLOGY CORP,268.399,1.004,535678106.0
1995.0,LINEAR TECHNOLOGY CORP,367.553,1.35,535678106.0
1996.0,LINEAR TECHNOLOGY CORP,529.802,1.65,535678106.0
1997.0,LINEAR TECHNOLOGY CORP,679.633,1.084,535678106.0
1998.0,LINEAR TECHNOLOGY CORP,892.822,2.155,535678106.0
1999.0,LINEAR TECHNOLOGY CORP,1046.914,2.337,535678106.0
2000.0,LINEAR TECHNOLOGY CORP,1507.256,2.815,535678106.0
2001.0,LINEAR TECHNOLOGY CORP,2017.074,3.193,535678106.0
2002.0,LINEAR TECHNOLOGY CORP,1988.433,2.691,535678106.0
2003.0,LINEAR TECHNOLOGY CORP,2056.879,2.613,535678106.0
2004.0,LINEAR TECHNOLOGY CORP,2087.703,3.05,535678106.0
2005.0,LINEAR TECHNOLOGY CORP,2286.234,3.217,535678106.0
2006.0,LINEAR TECHNOLOGY CORP,2390.895,3.755,535678106.0
2007.0,LINEAR TECHNOLOGY CORP,1218.857,3.837,535678106.0
2008.0,LINEAR TECHNOLOGY CORP,1583.889,4.173,535678106.0
2009.0,LINEAR TECHNOLOGY CORP,1421.529,3.821,535678106.0
2010.0,LINEAR TECHNOLOGY CORP,1590.718,4.191,535678106.0
2011.0,LINEAR TECHNOLOGY CORP,1631.166,4.505,535678106.0
2012.0,LINEAR TECHNOLOGY CORP,1851.068,4.365,535678106.0
2013.0,LINEAR TECHNOLOGY CORP,2098.341,4.306,535678106.0
2014.0,LINEAR TECHNOLOGY CORP,1655.578,4.661,535678106.0
2015.0,LINEAR TECHNOLOGY CORP,1884.079,4.868,535678106.0
2016.0,LINEAR TECHNOLOGY CORP,2049.981,4.923,535678106.0
1988.0,SIGMA DESIGNS INC,53.648,0.158,826565103.0
1989.0,SIGMA DESIGNS INC,56.309,0.176,826565103.0
1990.0,SIGMA DESIGNS INC,51.818,0.22,826565103.0
1991.0,SIGMA DESIGNS INC,49.049,0.197,826565103.0
1992.0,SIGMA DESIGNS INC,44.267,0.195,826565103.0
1993.0,SIGMA DESIGNS INC,26.639,0.151,826565103.0
1994.0,SIGMA DESIGNS INC,33.387,0.138,826565103.0
1995.0,SIGMA DESIGNS INC,23.413,0.06,826565103.0
1996.0,SIGMA DESIGNS INC,37.915,0.086,826565103.0
1997.0,SIGMA DESIGNS INC,38.329,0.071,826565103.0
1998.0,SIGMA DESIGNS INC,44.22,0.078,826565103.0
1999.0,SIGMA DESIGNS INC,44.751,0.093,826565103.0
2000.0,SIGMA DESIGNS INC,38.334,0.098,826565103.0
2001.0,SIGMA DESIGNS INC,26.274,0.108,826565103.0
2002.0,SIGMA DESIGNS INC,21.417,0.116,826565103.0
2003.0,SIGMA DESIGNS INC,29.792,0.133,826565103.0
2004.0,SIGMA DESIGNS INC,34.937,0.149,826565103.0
2005.0,SIGMA DESIGNS INC,39.959,0.16,826565103.0
2006.0,SIGMA DESIGNS INC,76.084,0.18,826565103.0
2007.0,SIGMA DESIGNS INC,379.466,0.219,826565103.0
2008.0,SIGMA DESIGNS INC,330.947,0.326,826565103.0
2009.0,SIGMA DESIGNS INC,423.897,0.499,826565103.0
2010.0,SIGMA DESIGNS INC,459.239,0.592,826565103.0
2011.0,SIGMA DESIGNS INC,297.224,0.691,826565103.0
2012.0,SIGMA DESIGNS INC,220.831,0.945,826565103.0
2013.0,SIGMA DESIGNS INC,215.775,0.716,826565103.0
2014.0,SIGMA DESIGNS INC,205.333,0.691,826565103.0
2015.0,SIGMA DESIGNS INC,216.669,0.717,826565103.0
2016.0,SIGMA DESIGNS INC,201.774,0.718,826565103.0
2017.0,SIGMA DESIGNS INC,96.097,0.409,826565103.0
1989.0,XOMA CORP,110.502,0.283,98419J206
1990.0,XOMA CORP,96.999,0.324,98419J206
1991.0,XOMA CORP,154.289,0.336,98419J206
1992.0,XOMA CORP,109.269,0.235,98419J206
1993.0,XOMA CORP,94.131,0.208,98419J206
1994.0,XOMA CORP,62.429,0.22,98419J206
1995.0,XOMA CORP,40.878,0.129,98419J206
1996.0,XOMA CORP,57.675,0.139,98419J206
1997.0,XOMA CORP,64.776,0.16,98419J206
1998.0,XOMA CORP,37.304,0.167,98419J206
1999.0,XOMA CORP,28.312,0.175,98419J206
2000.0,XOMA CORP,45.212,0.161,98419J206
2001.0,XOMA CORP,86.107,0.193,98419J206
2002.0,XOMA CORP,71.782,0.229,98419J206
2003.0,XOMA CORP,118.85,0.226,98419J206
2004.0,XOMA CORP,46.26,0.22,98419J206
2005.0,XOMA CORP,72.577,0.218,98419J206
2006.0,XOMA CORP,91.478,0.256,98419J206
2007.0,XOMA CORP,84.815,0.311,98419J206
2008.0,XOMA CORP,67.173,0.335,98419J206
2009.0,XOMA CORP,52.824,0.195,98419J206
2010.0,XOMA CORP,74.252,0.23,98419J206
2011.0,XOMA CORP,78.036,0.188,98419J206
2012.0,XOMA CORP,105.676,0.166,98419J206
2013.0,XOMA CORP,134.782,0.168,98419J206
2014.0,XOMA CORP,89.631,0.183,98419J206
2015.0,XOMA CORP,74.88,0.086,98419J206
2016.0,XOMA CORP,28.677,0.025,98419J206
2017.0,XOMA CORP,44.935,0.012,98419J206
2018.0,XOMA CORP,63.785,0.011,98419J206
2019.0,XOMA CORP,95.724,0.01,98419J206
2020.0,XOMA CORP,125.285,0.01,98419J206
2021.0,XOMA CORP,166.562,0.012,98419J206
2022.0,XOMA CORP,140.382,0.013,98419J206
2023.0,XOMA CORP,234.301,0.013,98419J206
1989.0,ASTEC INDUSTRIES INC,128.226,1.574,46224101.0
1990.0,ASTEC INDUSTRIES INC,112.414,1.3,46224101.0
1991.0,ASTEC INDUSTRIES INC,90.989,0.988,46224101.0
1992.0,ASTEC INDUSTRIES INC,87.885,1.067,46224101.0
1993.0,ASTEC INDUSTRIES INC,102.967,1.185,46224101.0
1994.0,ASTEC INDUSTRIES INC,155.964,1.531,46224101.0
1995.0,ASTEC INDUSTRIES INC,154.356,1.402,46224101.0
1996.0,ASTEC INDUSTRIES INC,167.853,1.457,46224101.0
1997.0,ASTEC INDUSTRIES INC,192.243,1.925,46224101.0
1998.0,ASTEC INDUSTRIES INC,249.164,2.285,46224101.0
1999.0,ASTEC INDUSTRIES INC,355.437,2.975,46224101.0
2000.0,ASTEC INDUSTRIES INC,402.306,3.301,46224101.0
2001.0,ASTEC INDUSTRIES INC,400.691,2.854,46224101.0
2002.0,ASTEC INDUSTRIES INC,416.503,2.772,46224101.0
2003.0,ASTEC INDUSTRIES INC,320.956,2.547,46224101.0
2004.0,ASTEC INDUSTRIES INC,324.818,2.657,46224101.0
2005.0,ASTEC INDUSTRIES INC,346.583,2.946,46224101.0
2006.0,ASTEC INDUSTRIES INC,421.863,3.241,46224101.0
2007.0,ASTEC INDUSTRIES INC,542.57,3.886,46224101.0
2008.0,ASTEC INDUSTRIES INC,612.812,3.973,46224101.0
2009.0,ASTEC INDUSTRIES INC,590.901,3.137,46224101.0
2010.0,ASTEC INDUSTRIES INC,649.639,3.284,46224101.0
2011.0,ASTEC INDUSTRIES INC,716.883,3.885,46224101.0
2012.0,ASTEC INDUSTRIES INC,724.565,3.86,46224101.0
2013.0,ASTEC INDUSTRIES INC,749.291,3.708,46224101.0
2014.0,ASTEC INDUSTRIES INC,805.465,3.952,46224101.0
2015.0,ASTEC INDUSTRIES INC,777.353,3.74,46224101.0
2016.0,ASTEC INDUSTRIES INC,843.601,4.218,46224101.0
2017.0,ASTEC INDUSTRIES INC,889.579,4.437,46224101.0
2018.0,ASTEC INDUSTRIES INC,855.457,4.401,46224101.0
2019.0,ASTEC INDUSTRIES INC,800.498,3.866,46224101.0
2020.0,ASTEC INDUSTRIES INC,848.2,3.537,46224101.0
2021.0,ASTEC INDUSTRIES INC,911.3,4.041,46224101.0
2022.0,ASTEC INDUSTRIES INC,1014.4,4.291,46224101.0
2023.0,ASTEC INDUSTRIES INC,1059.3,4.322,46224101.0
1988.0,WERNER ENTERPRISES INC,179.519,2.901,950755108.0
1989.0,WERNER ENTERPRISES INC,238.915,3.642,950755108.0
1990.0,WERNER ENTERPRISES INC,247.115,3.778,950755108.0
1991.0,WERNER ENTERPRISES INC,259.155,3.845,950755108.0
1992.0,WERNER ENTERPRISES INC,305.872,4.235,950755108.0
1993.0,WERNER ENTERPRISES INC,380.429,5.041,950755108.0
1994.0,WERNER ENTERPRISES INC,453.637,5.45,950755108.0
1995.0,WERNER ENTERPRISES INC,507.679,5.822,950755108.0
1996.0,WERNER ENTERPRISES INC,549.211,6.5,950755108.0
1997.0,WERNER ENTERPRISES INC,667.638,7.521,950755108.0
1998.0,WERNER ENTERPRISES INC,769.196,8.871,950755108.0
1999.0,WERNER ENTERPRISES INC,896.879,10.033,950755108.0
2000.0,WERNER ENTERPRISES INC,927.207,10.657,950755108.0
2001.0,WERNER ENTERPRISES INC,964.014,11.217,950755108.0
2002.0,WERNER ENTERPRISES INC,1062.878,11.616,950755108.0
2003.0,WERNER ENTERPRISES INC,1121.527,12.369,950755108.0
2004.0,WERNER ENTERPRISES INC,1225.775,11.051,950755108.0
2005.0,WERNER ENTERPRISES INC,1385.762,13.722,950755108.0
2006.0,WERNER ENTERPRISES INC,1478.173,14.326,950755108.0
2007.0,WERNER ENTERPRISES INC,1321.408,13.608,950755108.0
2008.0,WERNER ENTERPRISES INC,1275.318,13.526,950755108.0
2009.0,WERNER ENTERPRISES INC,1173.009,11.572,950755108.0
2010.0,WERNER ENTERPRISES INC,1151.552,11.626,950755108.0
2011.0,WERNER ENTERPRISES INC,1302.416,11.383,950755108.0
2012.0,WERNER ENTERPRISES INC,1334.9,11.58,950755108.0
2013.0,WERNER ENTERPRISES INC,1354.097,11.656,950755108.0
2014.0,WERNER ENTERPRISES INC,1480.462,12.178,950755108.0
2015.0,WERNER ENTERPRISES INC,1613.684,12.325,950755108.0
2016.0,WERNER ENTERPRISES INC,1793.003,11.738,950755108.0
2017.0,WERNER ENTERPRISES INC,1807.991,12.154,950755108.0
2018.0,WERNER ENTERPRISES INC,2083.504,12.852,950755108.0
2019.0,WERNER ENTERPRISES INC,2143.864,12.736,950755108.0
2020.0,WERNER ENTERPRISES INC,2156.676,12.292,950755108.0
2021.0,WERNER ENTERPRISES INC,2603.713,13.525,950755108.0
2022.0,WERNER ENTERPRISES INC,3097.255,14.3,950755108.0
2023.0,WERNER ENTERPRISES INC,3157.936,13.809,950755108.0
1989.0,RESEARCH FRONTIERS INC,1.108,0.007,760911107.0
1990.0,RESEARCH FRONTIERS INC,0.685,0.007,760911107.0
1991.0,RESEARCH FRONTIERS INC,4.924,0.008,760911107.0
1992.0,RESEARCH FRONTIERS INC,4.012,0.011,760911107.0
1993.0,RESEARCH FRONTIERS INC,10.048,0.011,760911107.0
1994.0,RESEARCH FRONTIERS INC,7.425,0.011,760911107.0
1995.0,RESEARCH FRONTIERS INC,10.026,0.011,760911107.0
1996.0,RESEARCH FRONTIERS INC,8.425,0.012,760911107.0
1997.0,RESEARCH FRONTIERS INC,10.034,0.011,760911107.0
1998.0,RESEARCH FRONTIERS INC,7.021,0.011,760911107.0
1999.0,RESEARCH FRONTIERS INC,10.037,0.012,760911107.0
2000.0,RESEARCH FRONTIERS INC,15.729,0.013,760911107.0
2001.0,RESEARCH FRONTIERS INC,9.325,0.013,760911107.0
2002.0,RESEARCH FRONTIERS INC,6.267,0.013,760911107.0
2003.0,RESEARCH FRONTIERS INC,5.69,0.013,760911107.0
2004.0,RESEARCH FRONTIERS INC,2.861,0.012,760911107.0
2005.0,RESEARCH FRONTIERS INC,3.957,0.011,760911107.0
2006.0,RESEARCH FRONTIERS INC,3.252,0.011,760911107.0
2007.0,RESEARCH FRONTIERS INC,7.659,0.012,760911107.0
2008.0,RESEARCH FRONTIERS INC,5.284,0.012,760911107.0
2009.0,RESEARCH FRONTIERS INC,4.474,0.011,760911107.0
2010.0,RESEARCH FRONTIERS INC,7.785,0.012,760911107.0
2011.0,RESEARCH FRONTIERS INC,4.417,0.013,760911107.0
2012.0,RESEARCH FRONTIERS INC,14.415,0.013,760911107.0
2013.0,RESEARCH FRONTIERS INC,12.032,0.013,760911107.0
2014.0,RESEARCH FRONTIERS INC,12.565,0.013,760911107.0
2015.0,RESEARCH FRONTIERS INC,9.544,0.012,760911107.0
2016.0,RESEARCH FRONTIERS INC,5.274,0.011,760911107.0
2017.0,RESEARCH FRONTIERS INC,2.881,0.007,760911107.0
2018.0,RESEARCH FRONTIERS INC,4.059,0.009,760911107.0
2019.0,RESEARCH FRONTIERS INC,8.256,0.008,760911107.0
2020.0,RESEARCH FRONTIERS INC,6.199,0.006,760911107.0
2021.0,RESEARCH FRONTIERS INC,4.546,0.006,760911107.0
2022.0,RESEARCH FRONTIERS INC,5.366,0.006,760911107.0
2023.0,RESEARCH FRONTIERS INC,3.851,0.006,760911107.0
1988.0,AMERICAN WOODMARK CORP,90.832,2.182,30506109.0
1989.0,AMERICAN WOODMARK CORP,83.695,2.304,30506109.0
1990.0,AMERICAN WOODMARK CORP,78.852,2.188,30506109.0
1991.0,AMERICAN WOODMARK CORP,82.293,2.09,30506109.0
1992.0,AMERICAN WOODMARK CORP,78.453,2.18,30506109.0
1993.0,AMERICAN WOODMARK CORP,72.321,2.17,30506109.0
1994.0,AMERICAN WOODMARK CORP,74.408,2.323,30506109.0
1995.0,AMERICAN WOODMARK CORP,76.336,2.164,30506109.0
1996.0,AMERICAN WOODMARK CORP,87.157,2.154,30506109.0
1997.0,AMERICAN WOODMARK CORP,106.481,2.245,30506109.0
1998.0,AMERICAN WOODMARK CORP,140.609,3.087,30506109.0
1999.0,AMERICAN WOODMARK CORP,166.656,3.432,30506109.0
2000.0,AMERICAN WOODMARK CORP,180.368,3.866,30506109.0
2001.0,AMERICAN WOODMARK CORP,234.222,4.386,30506109.0
2002.0,AMERICAN WOODMARK CORP,262.728,5.22,30506109.0
2003.0,AMERICAN WOODMARK CORP,307.051,5.903,30506109.0
2004.0,AMERICAN WOODMARK CORP,361.168,6.37,30506109.0
2005.0,AMERICAN WOODMARK CORP,377.543,6.36,30506109.0
2006.0,AMERICAN WOODMARK CORP,348.695,5.148,30506109.0
2007.0,AMERICAN WOODMARK CORP,314.799,4.344,30506109.0
2008.0,AMERICAN WOODMARK CORP,303.737,3.701,30506109.0
2009.0,AMERICAN WOODMARK CORP,282.433,3.401,30506109.0
2010.0,AMERICAN WOODMARK CORP,268.37,3.693,30506109.0
2011.0,AMERICAN WOODMARK CORP,265.121,3.791,30506109.0
2012.0,AMERICAN WOODMARK CORP,293.993,4.537,30506109.0
2013.0,AMERICAN WOODMARK CORP,330.064,4.916,30506109.0
2014.0,AMERICAN WOODMARK CORP,398.904,5.07,30506109.0
2015.0,AMERICAN WOODMARK CORP,466.693,5.6,30506109.0
2016.0,AMERICAN WOODMARK CORP,501.273,5.808,30506109.0
2017.0,AMERICAN WOODMARK CORP,1645.345,9.4,30506109.0
2018.0,AMERICAN WOODMARK CORP,1529.931,9.3,30506109.0
2019.0,AMERICAN WOODMARK CORP,1622.806,9.9,30506109.0
2020.0,AMERICAN WOODMARK CORP,1636.514,10.0,30506109.0
2021.0,AMERICAN WOODMARK CORP,1632.496,10.0,30506109.0
2022.0,AMERICAN WOODMARK CORP,1518.798,8.8,30506109.0
2023.0,AMERICAN WOODMARK CORP,1593.865,8.8,30506109.0
1989.0,CANDELA CORP,14.504,0.163,136907102.0
1990.0,CANDELA CORP,23.674,0.193,136907102.0
1991.0,CANDELA CORP,24.693,0.188,136907102.0
1992.0,CANDELA CORP,28.697,0.197,136907102.0
1993.0,CANDELA CORP,19.821,0.17,136907102.0
1994.0,CANDELA CORP,20.024,0.167,136907102.0
1995.0,CANDELA CORP,16.325,0.123,136907102.0
1996.0,CANDELA CORP,19.334,0.177,136907102.0
1997.0,CANDELA CORP,24.837,0.231,136907102.0
1998.0,CANDELA CORP,22.604,0.217,136907102.0
1999.0,CANDELA CORP,36.451,0.285,136907102.0
2000.0,CANDELA CORP,73.164,0.311,136907102.0
2001.0,CANDELA CORP,74.018,0.315,136907102.0
2002.0,CANDELA CORP,67.891,0.31,136907102.0
2003.0,CANDELA CORP,81.15,0.322,136907102.0
2004.0,CANDELA CORP,100.479,0.29,136907102.0
2005.0,CANDELA CORP,116.816,0.312,136907102.0
2006.0,CANDELA CORP,149.176,0.334,136907102.0
2007.0,CANDELA CORP,150.23,0.386,136907102.0
2008.0,CANDELA CORP,158.095,0.405,136907102.0
2009.0,CANDELA CORP,123.17,0.363,136907102.0
1988.0,SKYWEST INC,64.294,1.14,830879102.0
1989.0,SKYWEST INC,69.236,1.28,830879102.0
1990.0,SKYWEST INC,73.345,1.527,830879102.0
1991.0,SKYWEST INC,72.383,1.541,830879102.0
1992.0,SKYWEST INC,86.945,1.794,830879102.0
1993.0,SKYWEST INC,184.017,2.079,830879102.0
1994.0,SKYWEST INC,188.182,2.369,830879102.0
1995.0,SKYWEST INC,227.55,2.169,830879102.0
1996.0,SKYWEST INC,232.898,2.179,830879102.0
1997.0,SKYWEST INC,330.406,2.966,830879102.0
1998.0,SKYWEST INC,417.66,3.243,830879102.0
1999.0,SKYWEST INC,470.183,3.565,830879102.0
2000.0,SKYWEST INC,695.526,4.383,830879102.0
2001.0,SKYWEST INC,816.608,4.509,830879102.0
2002.0,SKYWEST INC,999.384,5.079,830879102.0
2003.0,SKYWEST INC,1529.21,4.952,830879102.0
2004.0,SKYWEST INC,1662.287,6.747,830879102.0
2005.0,SKYWEST INC,3320.646,13.647,830879102.0
2006.0,SKYWEST INC,3731.419,14.45,830879102.0
2007.0,SKYWEST INC,3990.525,14.544,830879102.0
2008.0,SKYWEST INC,4014.291,13.335,830879102.0
2009.0,SKYWEST INC,4310.802,12.258,830879102.0
2010.0,SKYWEST INC,4446.51,18.378,830879102.0
2011.0,SKYWEST INC,4281.908,18.418,830879102.0
2012.0,SKYWEST INC,4254.637,18.145,830879102.0
2013.0,SKYWEST INC,4233.219,18.358,830879102.0
2014.0,SKYWEST INC,4409.928,18.5,830879102.0
2015.0,SKYWEST INC,4802.886,18.3,830879102.0
2016.0,SKYWEST INC,5137.251,16.9,830879102.0
2017.0,SKYWEST INC,5458.279,16.3,830879102.0
2018.0,SKYWEST INC,6313.212,15.9,830879102.0
2019.0,SKYWEST INC,6657.129,13.7,830879102.0
2020.0,SKYWEST INC,6887.622,12.502,830879102.0
2021.0,SKYWEST INC,7125.947,15.205,830879102.0
2022.0,SKYWEST INC,7414.553,13.582,830879102.0
2023.0,SKYWEST INC,7026.293,13.121,830879102.0
1989.0,DAILY JOURNAL CORP,9.943,0.3,233912104.0
1990.0,DAILY JOURNAL CORP,18.554,0.34,233912104.0
1991.0,DAILY JOURNAL CORP,18.656,0.32,233912104.0
1992.0,DAILY JOURNAL CORP,17.784,0.375,233912104.0
1993.0,DAILY JOURNAL CORP,18.077,0.37,233912104.0
1994.0,DAILY JOURNAL CORP,19.932,0.37,233912104.0
1995.0,DAILY JOURNAL CORP,20.752,0.365,233912104.0
1996.0,DAILY JOURNAL CORP,22.489,0.38,233912104.0
1997.0,DAILY JOURNAL CORP,25.967,0.39,233912104.0
1998.0,DAILY JOURNAL CORP,28.965,0.39,233912104.0
1999.0,DAILY JOURNAL CORP,31.525,0.435,233912104.0
2000.0,DAILY JOURNAL CORP,35.05,0.385,233912104.0
2001.0,DAILY JOURNAL CORP,21.167,0.375,233912104.0
2002.0,DAILY JOURNAL CORP,21.433,0.325,233912104.0
2003.0,DAILY JOURNAL CORP,24.176,0.31,233912104.0
2004.0,DAILY JOURNAL CORP,29.346,0.31,233912104.0
2005.0,DAILY JOURNAL CORP,33.836,0.275,233912104.0
2006.0,DAILY JOURNAL CORP,35.703,0.275,233912104.0
2007.0,DAILY JOURNAL CORP,39.922,0.255,233912104.0
2008.0,DAILY JOURNAL CORP,46.097,0.24,233912104.0
2009.0,DAILY JOURNAL CORP,84.749,0.225,233912104.0
2010.0,DAILY JOURNAL CORP,88.921,0.21,233912104.0
2011.0,DAILY JOURNAL CORP,90.816,0.21,233912104.0
2012.0,DAILY JOURNAL CORP,120.964,0.205,233912104.0
2013.0,DAILY JOURNAL CORP,203.09,0.32,233912104.0
2014.0,DAILY JOURNAL CORP,243.877,0.32,233912104.0
2015.0,DAILY JOURNAL CORP,228.196,0.35,233912104.0
2016.0,DAILY JOURNAL CORP,225.446,0.355,233912104.0
2017.0,DAILY JOURNAL CORP,280.2,0.37,233912104.0
2018.0,DAILY JOURNAL CORP,263.998,0.375,233912104.0
2019.0,DAILY JOURNAL CORP,237.376,0.385,233912104.0
2020.0,DAILY JOURNAL CORP,238.575,0.32,233912104.0
2021.0,DAILY JOURNAL CORP,390.577,0.3,233912104.0
2022.0,DAILY JOURNAL CORP,319.111,0.325,233912104.0
2023.0,DAILY JOURNAL CORP,354.86,0.36,233912104.0
1989.0,CYANOTECH CORP,2.821,0.029,232437301.0
1990.0,CYANOTECH CORP,3.02,0.023,232437301.0
1991.0,CYANOTECH CORP,2.641,0.022,232437301.0
1992.0,CYANOTECH CORP,2.677,0.025,232437301.0
1993.0,CYANOTECH CORP,5.132,0.034,232437301.0
1994.0,CYANOTECH CORP,6.212,0.041,232437301.0
1995.0,CYANOTECH CORP,19.716,0.054,232437301.0
1996.0,CYANOTECH CORP,26.015,0.078,232437301.0
1997.0,CYANOTECH CORP,25.667,0.065,232437301.0
1998.0,CYANOTECH CORP,23.621,0.061,232437301.0
1999.0,CYANOTECH CORP,19.689,0.059,232437301.0
2000.0,CYANOTECH CORP,21.423,0.053,232437301.0
2001.0,CYANOTECH CORP,18.4,0.058,232437301.0
2002.0,CYANOTECH CORP,17.482,0.06,232437301.0
2003.0,CYANOTECH CORP,18.357,0.064,232437301.0
2004.0,CYANOTECH CORP,18.542,0.064,232437301.0
2005.0,CYANOTECH CORP,17.595,0.062,232437301.0
2006.0,CYANOTECH CORP,9.906,0.064,232437301.0
2007.0,CYANOTECH CORP,9.78,0.053,232437301.0
2008.0,CYANOTECH CORP,10.787,0.066,232437301.0
2009.0,CYANOTECH CORP,12.148,0.069,232437301.0
2010.0,CYANOTECH CORP,13.86,0.072,232437301.0
2011.0,CYANOTECH CORP,19.038,0.08,232437301.0
2012.0,CYANOTECH CORP,28.587,0.089,232437301.0
2013.0,CYANOTECH CORP,30.31,0.094,232437301.0
2014.0,CYANOTECH CORP,30.915,0.113,232437301.0
2015.0,CYANOTECH CORP,31.147,0.123,232437301.0
2016.0,CYANOTECH CORP,29.161,0.124,232437301.0
2017.0,CYANOTECH CORP,29.707,0.118,232437301.0
2018.0,CYANOTECH CORP,29.626,0.109,232437301.0
2019.0,CYANOTECH CORP,31.787,0.095,232437301.0
2020.0,CYANOTECH CORP,30.879,0.096,232437301.0
2021.0,CYANOTECH CORP,32.045,0.095,232437301.0
2022.0,CYANOTECH CORP,29.728,0.086,232437301.0
1988.0,LAKELAND INDUSTRIES INC,16.572,0.273,511795106.0
1989.0,LAKELAND INDUSTRIES INC,15.659,0.238,511795106.0
1990.0,LAKELAND INDUSTRIES INC,13.528,0.2,511795106.0
1991.0,LAKELAND INDUSTRIES INC,13.719,0.175,511795106.0
1992.0,LAKELAND INDUSTRIES INC,13.157,0.161,511795106.0
1993.0,LAKELAND INDUSTRIES INC,13.066,0.102,511795106.0
1994.0,LAKELAND INDUSTRIES INC,15.562,0.124,511795106.0
1995.0,LAKELAND INDUSTRIES INC,19.263,0.222,511795106.0
1996.0,LAKELAND INDUSTRIES INC,18.573,0.416,511795106.0
1997.0,LAKELAND INDUSTRIES INC,25.812,0.766,511795106.0
1998.0,LAKELAND INDUSTRIES INC,27.16,0.923,511795106.0
1999.0,LAKELAND INDUSTRIES INC,34.77,1.311,511795106.0
2000.0,LAKELAND INDUSTRIES INC,38.628,1.524,511795106.0
2001.0,LAKELAND INDUSTRIES INC,42.417,1.311,511795106.0
2002.0,LAKELAND INDUSTRIES INC,42.823,1.271,511795106.0
2003.0,LAKELAND INDUSTRIES INC,47.304,1.292,511795106.0
2004.0,LAKELAND INDUSTRIES INC,60.313,1.458,511795106.0
2005.0,LAKELAND INDUSTRIES INC,72.464,1.634,511795106.0
2006.0,LAKELAND INDUSTRIES INC,74.198,1.667,511795106.0
2007.0,LAKELAND INDUSTRIES INC,84.623,1.782,511795106.0
2008.0,LAKELAND INDUSTRIES INC,101.615,2.238,511795106.0
2009.0,LAKELAND INDUSTRIES INC,90.02,1.7,511795106.0
2010.0,LAKELAND INDUSTRIES INC,101.376,2.0,511795106.0
2011.0,LAKELAND INDUSTRIES INC,102.405,1.912,511795106.0
2012.0,LAKELAND INDUSTRIES INC,83.318,1.652,511795106.0
2013.0,LAKELAND INDUSTRIES INC,83.75,1.427,511795106.0
2014.0,LAKELAND INDUSTRIES INC,93.208,1.304,511795106.0
2015.0,LAKELAND INDUSTRIES INC,88.26,1.211,511795106.0
2016.0,LAKELAND INDUSTRIES INC,84.554,0.993,511795106.0
2017.0,LAKELAND INDUSTRIES INC,94.531,1.072,511795106.0
2018.0,LAKELAND INDUSTRIES INC,94.723,1.632,511795106.0
2019.0,LAKELAND INDUSTRIES INC,99.405,1.829,511795106.0
2020.0,LAKELAND INDUSTRIES INC,139.925,2.0,511795106.0
2021.0,LAKELAND INDUSTRIES INC,140.793,1.8,511795106.0
2022.0,LAKELAND INDUSTRIES INC,142.327,1.6,511795106.0
2023.0,LAKELAND INDUSTRIES INC,153.745,1.75,511795106.0
1989.0,FISERV INC,443.363,2.3,337738108.0
1990.0,FISERV INC,565.191,2.418,337738108.0
1991.0,FISERV INC,740.107,3.7,337738108.0
1992.0,FISERV INC,898.23,3.75,337738108.0
1993.0,FISERV INC,1182.443,6.368,337738108.0
1994.0,FISERV INC,1418.358,6.195,337738108.0
1995.0,FISERV INC,1885.299,8.222,337738108.0
1996.0,FISERV INC,1908.519,8.59,337738108.0
1997.0,FISERV INC,3636.491,10.09,337738108.0
1998.0,FISERV INC,3958.338,12.5,337738108.0
